inter,vdw,multipole,polar
-12872.0167,6095.3046,-13422.1516,-5545.1697
-12753.4258,6066.652,-13339.0979,-5480.98
-12738.7562,6115.7722,-13353.1575,-5501.3709
-12652.2065,6088.4815,-13265.6533,-5475.0347
-12656.6223,5915.1982,-13191.1922,-5380.6284
-12660.7977,5917.9865,-13192.214,-5386.5702
-12757.3586,6038.583,-13301.4737,-5494.4679
-12738.6614,6184.2671,-13388.9692,-5533.9593
-12669.9231,6072.9263,-13275.6038,-5467.2455
-12711.9762,5857.8266,-13179.6713,-5390.1315
-12794.375,5993.9501,-13296.6858,-5491.6393
-12729.6659,6015.5958,-13289.6718,-5455.5899
-12718.978,6094.1162,-13311.5309,-5501.5633
-12661.0877,6027.5305,-13264.7486,-5423.8696
-12718.3178,5880.2093,-13199.834,-5398.6931
-12529.9939,5908.8262,-13111.1668,-5327.6533
-12680.9542,5832.8938,-13157.3063,-5356.5417
-12629.8642,6058.4715,-13254.9499,-5433.3858
-12585.1061,6029.2774,-13202.684,-5411.6995
-12567.9776,5863.6003,-13069.3993,-5362.1786
-12679.9537,5799.9366,-13103.9426,-5375.9477
-12606.6301,5858.9888,-13129.7479,-5335.871
-12549.7846,5953.9901,-13148.2215,-5355.5531
-12617.7002,5851.8527,-13130.6125,-5338.9404
-12639.7507,5861.9609,-13127.7466,-5373.965
-12696.7397,5840.6757,-13173.1771,-5364.2383
-12675.8919,5902.5407,-13186.258,-5392.1745
-12688.0289,5891.4173,-13205.2349,-5374.2114
-12669.1485,5940.2872,-13201.7797,-5407.656
-12673.4291,5937.8572,-13202.2458,-5409.0405
-12602.0703,5649.9214,-12981.848,-5270.1436
-12547.135,5812.1983,-13042.6825,-5316.6508
-12574.4548,5895.9564,-13090.9585,-5379.4526
-12668.1949,6152.56,-13323.3597,-5497.3952
-12682.873,5952.8898,-13199.4669,-5436.2959
-12626.2041,5970.9457,-13194.5801,-5402.5697
-12641.3309,6056.4518,-13236.1055,-5461.6772
-12736.846,6031.0949,-13295.064,-5472.8769
-12657.2092,5976.3792,-13189.6501,-5443.9383
-12734.5832,5871.9423,-13185.1972,-5421.3282
-12595.8814,5784.9429,-13053.0108,-5327.8134
-12517.5706,5865.2018,-13044.6548,-5338.1175
-12604.502,5934.0703,-13158.2134,-5380.3589
-12582.6853,5913.3311,-13107.4879,-5388.5285
-12612.6081,6016.3569,-13214.2178,-5414.7471
-12576.3885,5940.6039,-13120.0409,-5396.9514
-12487.7943,5921.2403,-13077.5166,-5331.518
-12652.8107,5789.0017,-13097.3593,-5344.4532
-12563.5518,6091.2372,-13220.1722,-5434.6168
-12533.634,5951.1167,-13126.9752,-5357.7754
-12595.7384,5943.6299,-13133.2031,-5406.1652
-12583.191,5698.0766,-12990.6616,-5290.606
-12678.4484,5940.8434,-13224.6578,-5394.6339
-12578.7404,5886.8196,-13150.6108,-5314.9493
-12650.5771,5975.5657,-13204.9245,-5421.2183
-12607.5093,5996.5549,-13176.3477,-5427.7164
-12702.1928,5747.1406,-13098.893,-5350.4405
-12807.9596,6060.7897,-13370.3492,-5498.4001
-12754.0302,6125.4551,-13411.6206,-5467.8648
-12737.6116,5872.0995,-13235.5589,-5374.1523
-12695.6939,5902.2271,-13199.7788,-5398.1421
-12670.5235,5872.0507,-13176.7054,-5365.8689
-12552.6024,5883.7151,-13104.2261,-5332.0914
-12669.8739,5980.4258,-13237.7366,-5412.5631
-12758.3537,5955.5533,-13283.809,-5430.098
-12674.422,5802.6559,-13136.1247,-5340.9532
-12758.0074,6097.1784,-13361.9574,-5493.2285
-12678.9807,6123.7472,-13348.9666,-5453.7612
-12677.7683,6071.955,-13317.8388,-5431.8845
-12619.3393,5858.5795,-13128.7632,-5349.1556
-12633.6877,6042.5943,-13260.5774,-5415.7046
-12555.7174,5936.1694,-13115.2852,-5376.6016
-12496.7995,5935.5472,-13104.2487,-5328.098
-12603.9226,5776.7923,-13044.0809,-5336.6339
-12598.906,5812.2578,-13078.9893,-5332.1745
-12446.4066,5761.0593,-12947.2888,-5260.1771
-12505.3195,5787.3188,-13010.6928,-5281.9455
-12548.3199,5749.262,-13015.1385,-5282.4434
-12651.2944,5964.1159,-13213.2861,-5402.1242
-12576.3637,5985.4825,-13139.74,-5422.1062
-12555.9281,5711.2092,-12990.2815,-5276.8558
-12655.3122,5866.6716,-13108.6111,-5413.3727
-12596.2602,5706.3257,-12996.192,-5306.3939
-12648.8885,5977.8672,-13196.6488,-5430.1068
-12608.3175,6034.1473,-13194.8236,-5447.6413
-12660.8555,5901.4173,-13162.6318,-5399.6409
-12703.6245,5968.6341,-13234.8222,-5437.4363
-12698.8644,5924.6641,-13206.6702,-5416.8582
-12608.8454,5866.2922,-13115.8456,-5359.2921
-12671.9994,5807.8728,-13110.7033,-5369.1689
-12704.6095,5738.2714,-13107.8729,-5335.008
-12684.027,5891.3983,-13216.3407,-5359.0846
