inter,vdw,multipole,polar
-12948.3291,5921.5142,-13383.1305,-5479.5344
-12910.6748,6096.6968,-13455.6302,-5544.6021
-12814.5765,6164.8702,-13457.3436,-5515.0124
-12820.1502,6035.1835,-13360.965,-5487.2365
-12847.2696,6150.0271,-13417.1595,-5572.9587
-12897.6516,5943.5498,-13341.6139,-5492.3974
-12838.9246,6012.4625,-13354.6793,-5489.5708
-12744.8267,5782.0272,-13134.8705,-5384.9472
-12857.719,5993.6337,-13344.8481,-5499.4293
-12818.9902,6071.3787,-13394.1919,-5489.0088
-12829.0025,5991.4203,-13337.3031,-5476.099
-12899.1876,6086.7678,-13441.9192,-5537.0604
-12870.2556,6082.104,-13402.3004,-5543.0685
-12948.1486,6088.6473,-13512.323,-5517.411
-12775.4944,5914.2298,-13275.3908,-5407.3114
-12722.1274,5785.1513,-13161.4705,-5338.8225
-12781.2742,5989.3659,-13316.9079,-5446.7367
-12736.3535,5894.0988,-13235.1881,-5388.2182
-12783.7616,5987.6123,-13315.9541,-5448.3661
-12912.6116,5951.8735,-13377.5487,-5479.8909
-12834.1795,6082.4506,-13388.9042,-5520.7177
-12844.9251,6114.5341,-13406.3952,-5545.9615
-12897.085,6055.0041,-13420.7464,-5524.1703
-12874.6475,5947.1649,-13331.6966,-5483.0218
-12844.0409,6020.1549,-13360.3049,-5496.827
-12853.6601,5858.5574,-13296.7106,-5408.4921
-12863.6059,6075.2723,-13407.3528,-5524.3797
